left_0_x,left_0_y,left_0_z,left_1_x,left_1_y,left_1_z,left_2_x,left_2_y,left_2_z,left_3_x,left_3_y,left_3_z,left_4_x,left_4_y,left_4_z,left_5_x,left_5_y,left_5_z,left_6_x,left_6_y,left_6_z,left_7_x,left_7_y,left_7_z,left_8_x,left_8_y,left_8_z,left_9_x,left_9_y,left_9_z,left_10_x,left_10_y,left_10_z,left_11_x,left_11_y,left_11_z,left_12_x,left_12_y,left_12_z,left_13_x,left_13_y,left_13_z,left_14_x,left_14_y,left_14_z,left_15_x,left_15_y,left_15_z,left_16_x,left_16_y,left_16_z,left_17_x,left_17_y,left_17_z,left_18_x,left_18_y,left_18_z,left_19_x,left_19_y,left_19_z,left_20_x,left_20_y,left_20_z,right_0_x,right_0_y,right_0_z,right_1_x,right_1_y,right_1_z,right_2_x,right_2_y,right_2_z,right_3_x,right_3_y,right_3_z,right_4_x,right_4_y,right_4_z,right_5_x,right_5_y,right_5_z,right_6_x,right_6_y,right_6_z,right_7_x,right_7_y,right_7_z,right_8_x,right_8_y,right_8_z,right_9_x,right_9_y,right_9_z,right_10_x,right_10_y,right_10_z,right_11_x,right_11_y,right_11_z,right_12_x,right_12_y,right_12_z,right_13_x,right_13_y,right_13_z,right_14_x,right_14_y,right_14_z,right_15_x,right_15_y,right_15_z,right_16_x,right_16_y,right_16_z,right_17_x,right_17_y,right_17_z,right_18_x,right_18_y,right_18_z,right_19_x,right_19_y,right_19_z,right_20_x,right_20_y,right_20_z
-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-2.089544296264600,-1.016613960266100,0E-15,-2.057155132293700,-0.216616630554200,0E-15,-1.728535652160600,0.383328437805180,0E-15,-1.473728656768800,0.900969505310060,0E-15,-1.347558498382600,1.199143409729000,0E-15,-1.196228504180900,0.030814170837402,0E-15,-0.363271236419680,0.494220733642580,0E-15,0.100594520568850,0.763473510742190,0E-15,0.293976783752440,0.940145492553710,0E-15,-0.879631996154790,-0.504158020019530,0E-15,-0.003319263458252,-0.108180999755860,0E-15,0.242715835571290,0.171669006347660,0E-15,0.180078029632570,0.314463615417480,0E-15,-0.693544387817380,-0.944357872009280,0E-15,0.136450290679930,-0.644619941711430,0E-15,0.296711921691890,-0.340940475463870,0E-15,0.201858520507810,-0.149161338806150,0E-15,-0.647312641143800,-1.318702697753900,0E-15,-0.026446342468262,-1.073295593261700,0E-15,0.057848930358887,-0.810227394104000,0E-15,-0.012850761413574,-0.600843429565430,0E-15
3.232694625854500,-0.059574127197266,0E-15,3.220038890838600,0.666135787963870,0E-15,3.109812140464800,1.218576431274400,0E-15,3.048324346542400,1.710208892822300,0E-15,2.966420173645000,2.075189590454100,0E-15,2.926223993301400,1.157352447509800,0E-15,2.368962526321400,1.639734268188500,0E-15,2.039792299270600,1.836640357971200,0E-15,1.783342123031600,1.932540893554700,0E-15,2.703068733215300,0.767284393310550,0E-15,1.964331388473500,1.176019668579100,0E-15,1.569201946258500,1.339899063110400,0E-15,1.283813476562500,1.458480834960900,0E-15,2.509547710418700,0.389979362487790,0E-15,1.765487432479900,0.724225044250490,0E-15,1.441215991973900,0.907323837280270,0E-15,1.214669227600100,1.034719467163100,0E-15,2.323250532150300,0.087329864501953,0E-15,1.757399559021000,0.305402755737300,0E-15,1.526001453399700,0.465724945068360,0E-15,1.353019237518300,0.618147850036620,0E-15,-1.837729454040500,-0.510017395019530,0E-15,-1.879319190979000,0.159055709838870,0E-15,-1.673324584960900,0.762700080871580,0E-15,-1.558146476745600,1.231536865234400,0E-15,-1.467638969421400,1.588970184326200,0E-15,-1.387338638305700,0.559470176696780,0E-15,-0.894425392150880,0.980552673339840,0E-15,-0.542922019958500,1.204150199890100,0E-15,-0.282871246337890,1.335360527038600,0E-15,-1.200892448425300,0.157660484313960,0E-15,-0.505498886108400,0.542460441589360,0E-15,-0.085447311401367,0.772926330566410,0E-15,0.228247165679930,0.941322326660160,0E-15,-1.033624172210700,-0.255362510681150,0E-15,-0.348437309265140,0.069404602050781,0E-15,0.069251060485840,0.294850349426270,0E-15,0.311011314392090,0.440338134765620,0E-15,-0.915618419647220,-0.606760025024410,0E-15,-0.305176258087160,-0.417098999023440,0E-15,-0.012281894683838,-0.266806602478030,0E-15,0.191751003265380,-0.133560180664060,0E-15
3.167731523513800,0.138342857360840,0E-15,3.192312359809900,0.735623359680180,0E-15,3.083206415176400,1.270682334899900,0E-15,2.923938512802100,1.718812942504900,0E-15,2.837642431259200,2.124473571777300,0E-15,2.810401916503900,1.166625022888200,0E-15,2.319713592529300,1.585836410522500,0E-15,1.998420000076300,1.816507339477500,0E-15,1.739811420440700,2.005882263183600,0E-15,2.624562740325900,0.825569152832030,0E-15,2.001500129699700,1.158177375793500,0E-15,1.587205171585100,1.373269081115700,0E-15,1.267794609069800,1.589091300964400,0E-15,2.472322225570700,0.443966865539550,0E-15,1.853848695755000,0.703910827636720,0E-15,1.449781656265300,0.900055885314940,0E-15,1.168413400650000,1.116032600402800,0E-15,2.330435991287200,0.126587867736820,0E-15,1.819310665130600,0.314211845397950,0E-15,1.516491174697900,0.435653686523440,0E-15,1.275120735168500,0.580252647399900,0E-15,-1.777644634246800,-0.289962768554690,0E-15,-1.852639198303200,0.292967796325680,0E-15,-1.714436054229700,0.912959098815920,0E-15,-1.561879634857200,1.410068511962900,0E-15,-1.490067481994600,1.766328811645500,0E-15,-1.412225723266600,0.672972679138180,0E-15,-0.890429973602290,1.102540969848600,0E-15,-0.588582515716550,1.383247375488300,0E-15,-0.367494583129880,1.569065093994100,0E-15,-1.178467273712200,0.322905540466310,0E-15,-0.474231719970700,0.708755493164060,0E-15,-0.032423019409180,0.925473213195800,0E-15,0.273586750030520,1.098154067993200,0E-15,-1.001827239990200,-0.066612243652344,0E-15,-0.300229549407960,0.284543991088870,0E-15,0.122949600219730,0.521320343017580,0E-15,0.388782024383540,0.702964782714840,0E-15,-0.888336181640620,-0.395899772644040,0E-15,-0.302750110626220,-0.213627815246580,0E-15,0.028590202331543,-0.101873397827150,0E-15,0.294380664825440,0.024808883666992,0E-15
3.220107555389400,0.228008270263670,0E-15,3.205286979675300,0.807112693786620,0E-15,3.098310232162500,1.312764167785600,0E-15,2.966318607330300,1.708344459533700,0E-15,2.848066091537500,2.083276748657200,0E-15,2.865579128265400,1.146789550781200,0E-15,2.369044065475500,1.551655769348100,0E-15,2.022469043731700,1.773322105407700,0E-15,1.748735189437900,1.935482025146500,0E-15,2.714073181152300,0.770287513732910,0E-15,2.052314758300800,1.096837043762200,0E-15,1.622392416000400,1.301173210144000,0E-15,1.291986227035500,1.473646163940400,0E-15,2.544698715210000,0.408555030822750,0E-15,1.920238733291600,0.608236312866210,0E-15,1.522233247757000,0.832275390625000,0E-15,1.236795902252200,1.026224136352500,0E-15,2.367848396301300,0.099385261535645,0E-15,1.881839513778700,0.249290466308590,0E-15,1.590896129608200,0.369221687316890,0E-15,1.373687505722000,0.505580902099610,0E-15,-1.719522953033400,-0.314617156982420,0E-15,-1.815493106842000,0.274189949035640,0E-15,-1.702217578887900,0.860086441040040,0E-15,-1.557234287262000,1.349284172058100,0E-15,-1.445579051971400,1.706254959106400,0E-15,-1.315096378326400,0.693048477172850,0E-15,-0.841135025024410,1.157178878784200,0E-15,-0.566167354583740,1.435847282409700,0E-15,-0.347949981689450,1.622894287109400,0E-15,-1.077306747436500,0.347438812255860,0E-15,-0.404249191284180,0.725965499877930,0E-15,0.009652137756348,0.982748031616210,0E-15,0.319001197814940,1.158414840698200,0E-15,-0.887409210205080,-0.044572830200195,0E-15,-0.265745162963870,0.299464225769040,0E-15,0.133418083190920,0.563123703002930,0E-15,0.396226882934570,0.750586509704590,0E-15,-0.780193328857420,-0.385569572448730,0E-15,-0.227645874023440,-0.201327323913570,0E-15,0.075685501098633,-0.050540924072266,0E-15,0.322230815887450,0.093170166015625,0E-15
3.259909629821800,0.251388549804690,0E-15,3.255108475685100,0.828232765197750,0E-15,3.123418450355500,1.320090293884300,0E-15,2.970541715621900,1.720079421997100,0E-15,2.849078416824300,2.098679542541500,0E-15,2.903544187545800,1.134829521179200,0E-15,2.378112554550200,1.526033401489300,0E-15,2.021212577819800,1.731956481933600,0E-15,1.736700296402000,1.888368606567400,0E-15,2.754775285720800,0.785686492919920,0E-15,2.107200145721400,1.045898437500000,0E-15,1.663078784942600,1.222534179687500,0E-15,1.326940774917600,1.346584320068400,0E-15,2.620132446289100,0.407375335693360,0E-15,2.003815412521400,0.539392471313480,0E-15,1.586035728454600,0.727549552917480,0E-15,1.273267507553100,0.873320579528810,0E-15,2.470916509628300,0.083262443542480,0E-15,1.985999345779400,0.196057319641110,0E-15,1.695963144302400,0.273041725158690,0E-15,1.482798576355000,0.393915176391600,0E-15,-1.700364112854000,-0.266348838806150,0E-15,-1.787502765655500,0.308908462524410,0E-15,-1.677637100219700,0.903077125549320,0E-15,-1.510717868804900,1.384675979614300,0E-15,-1.423246860504200,1.735767364502000,0E-15,-1.284433364868200,0.712408065795900,0E-15,-0.813269138336180,1.149526596069300,0E-15,-0.522608280181880,1.438934326171900,0E-15,-0.326049804687500,1.641565322876000,0E-15,-1.057258605957000,0.360812187194820,0E-15,-0.388392448425290,0.736984252929690,0E-15,0.029824733734131,0.973711013793950,0E-15,0.341542720794680,1.132623672485400,0E-15,-0.880707263946530,-0.027622222900391,0E-15,-0.251635551452640,0.299851417541500,0E-15,0.159399032592770,0.547080039978030,0E-15,0.425881385803220,0.725869178771970,0E-15,-0.763445854187010,-0.374857902526860,0E-15,-0.220017433166500,-0.205380439758300,0E-15,0.097749710083008,-0.072206497192383,0E-15,0.354298591613770,0.073960304260254,0E-15
3.352731823921200,0.223676681518550,0E-15,3.316877365112300,0.830531120300290,0E-15,3.197871446609500,1.315916061401400,0E-15,3.037618279457100,1.715203285217300,0E-15,2.914723396301300,2.093590736389200,0E-15,3.004583477973900,1.118970870971700,0E-15,2.495055198669400,1.519465446472200,0E-15,2.136282682418800,1.730250358581500,0E-15,1.845124244689900,1.884641647338900,0E-15,2.854493856430100,0.734392166137700,0E-15,2.188863039016700,0.998665809631350,0E-15,1.744559288024900,1.175431251525900,0E-15,1.439175844192500,1.309966087341300,0E-15,2.713726282119800,0.352751731872560,0E-15,2.062626838684100,0.492290496826170,0E-15,1.661647319793700,0.681402206420900,0E-15,1.378728628158600,0.831732749938960,0E-15,2.558586120605500,0.021216392517090,0E-15,2.046926975250200,0.131937980651860,0E-15,1.780001878738400,0.244408607482910,0E-15,1.584410190582300,0.358216285705570,0E-15,-1.635919570922900,-0.303344726562500,0E-15,-1.667080879211400,0.289731025695800,0E-15,-1.507461071014400,0.879323959350590,0E-15,-1.340666770935100,1.373665809631300,0E-15,-1.236138343811000,1.720001220703100,0E-15,-1.176243782043500,0.686100959777830,0E-15,-0.692422866821290,1.090593338012700,0E-15,-0.387827396392820,1.360203742981000,0E-15,-0.149253845214840,1.547972679138200,0E-15,-0.971382141113280,0.318531036376950,0E-15,-0.294780254364010,0.662884712219240,0E-15,0.157290935516360,0.871818542480470,0E-15,0.499339580535890,1.038298606872600,0E-15,-0.804590702056880,-0.067461013793945,0E-15,-0.167176246643070,0.261120796203610,0E-15,0.262416839599610,0.489283561706540,0E-15,0.539667606353760,0.657411575317380,0E-15,-0.725440979003910,-0.441661834716800,0E-15,-0.143617153167720,-0.232131958007810,0E-15,0.151182174682620,-0.099261283874512,0E-15,0.394556045532230,0.010268211364746,0E-15
3.342939019203200,0.219655990600590,0E-15,3.336407899856600,0.800107955932620,0E-15,3.194362401962300,1.299755096435500,0E-15,3.044245600700400,1.696110725402800,0E-15,2.906539201736500,2.051856040954600,0E-15,2.975720882415800,1.103798866272000,0E-15,2.455717563629200,1.444432258606000,0E-15,2.123553514480600,1.641474723815900,0E-15,1.842776298522900,1.766490936279300,0E-15,2.830068111419700,0.719185829162600,0E-15,2.170835494995100,0.940701484680180,0E-15,1.723567008972200,1.107737541198700,0E-15,1.403511762619000,1.201295852661100,0E-15,2.687667131424000,0.335793495178220,0E-15,2.058797597885100,0.438528060913090,0E-15,1.645590543746900,0.623016357421880,0E-15,1.376095294952400,0.758097648620610,0E-15,2.573249578476000,0.006819725036621,0E-15,2.054991245269800,0.082693099975586,0E-15,1.778587818145800,0.174764633178710,0E-15,1.570424318313600,0.294792175292970,0E-15,-1.578230381012000,-0.293137550354000,0E-15,-1.675899028778100,0.301372528076170,0E-15,-1.494112491607700,0.891333580017090,0E-15,-1.284466743469200,1.334057807922400,0E-15,-1.134030342102100,1.674995422363300,0E-15,-1.132933139801000,0.680110931396480,0E-15,-0.632311820983890,1.116861343383800,0E-15,-0.329357147216800,1.383279800415000,0E-15,-0.098655223846436,1.569879531860400,0E-15,-0.907847404479980,0.317121505737300,0E-15,-0.231420516967770,0.701145172119140,0E-15,0.191452026367190,0.919900894165040,0E-15,0.506837844848630,1.072243690490700,0E-15,-0.729456424713130,-0.050510406494141,0E-15,-0.110537528991700,0.311430931091310,0E-15,0.284370422363280,0.552835464477540,0E-15,0.540746688842770,0.750037193298340,0E-15,-0.621274471282960,-0.397188186645510,0E-15,-0.087837219238281,-0.203726768493650,0E-15,0.199795246124270,-0.071252822875977,0E-15,0.447350025177000,0.080467224121094,0E-15
3.354732751846300,0.242733955383300,0E-15,3.314387917518600,0.843483924865720,0E-15,3.165773510932900,1.325989723205600,0E-15,3.002928256988500,1.724350929260300,0E-15,2.818891525268600,2.082446098327600,0E-15,2.945411682128900,1.116482734680200,0E-15,2.433715343475300,1.475335121154800,0E-15,2.070637464523300,1.670608520507800,0E-15,1.785574197769200,1.786575317382800,0E-15,2.807640790939300,0.722437858581540,0E-15,2.164406776428200,0.933662414550780,0E-15,1.717272043228100,1.083455085754400,0E-15,1.392469644546500,1.213764190673800,0E-15,2.689503669738800,0.326989173889160,0E-15,2.031306743621800,0.412146568298340,0E-15,1.618436574935900,0.588365554809570,0E-15,1.348664760589600,0.722660064697270,0E-15,2.554707050323500,0.006458282470703,0E-15,2.028564929962200,0.080381393432617,0E-15,1.738687038421600,0.174459457397460,0E-15,1.523096561431900,0.286989212036130,0E-15,-1.541687965393100,-0.276921272277830,0E-15,-1.590591430664100,0.318222045898440,0E-15,-1.429310798645000,0.898748397827150,0E-15,-1.229361534118700,1.352136611938500,0E-15,-1.094146728515600,1.683599472045900,0E-15,-1.108909130096400,0.676747322082520,0E-15,-0.564664363861080,1.101916313171400,0E-15,-0.265669822692870,1.371672630310100,0E-15,-0.033748149871826,1.563410758972200,0E-15,-0.904619216918950,0.310280799865720,0E-15,-0.184381484985350,0.689706802368160,0E-15,0.245710372924800,0.904351234436040,0E-15,0.566987514495850,1.062340736389200,0E-15,-0.720808982849120,-0.084520339965820,0E-15,-0.071290016174316,0.302006721496580,0E-15,0.335140705108640,0.545993804931640,0E-15,0.569365024566650,0.748308181762700,0E-15,-0.610807895660400,-0.430209159851070,0E-15,-0.042283058166504,-0.224628448486330,0E-15,0.259788513183590,-0.064737319946289,0E-15,0.474606037139890,0.073268890380859,0E-15
3.347287654876700,0.225468635559080,0E-15,3.316559791564900,0.832103729248050,0E-15,3.158680200576800,1.311658859252900,0E-15,2.968228101730300,1.738811492919900,0E-15,2.780621290206900,2.091143608093300,0E-15,2.883381843566900,1.129882812500000,0E-15,2.365507602691700,1.453350067138700,0E-15,2.005167484283400,1.640845298767100,0E-15,1.699594974517800,1.742536544799800,0E-15,2.756194353103600,0.743754386901860,0E-15,2.097777605056800,0.928133964538570,0E-15,1.654723644256600,1.057535171508800,0E-15,1.342711448669400,1.141123771667500,0E-15,2.654983758926400,0.359677314758300,0E-15,1.985517501831100,0.413410186767580,0E-15,1.577400922775300,0.538084983825680,0E-15,1.308793306350700,0.652704238891600,0E-15,2.553385972976700,0.016961097717285,0E-15,2.007837533950800,0.091578483581543,0E-15,1.734781980514500,0.169076919555660,0E-15,1.532633781433100,0.275077819824220,0E-15,-1.507252693176300,-0.253955841064450,0E-15,-1.565331935882600,0.345242500305180,0E-15,-1.380343437194800,0.912136077880860,0E-15,-1.176846504211400,1.344182014465300,0E-15,-1.027038574218800,1.688763618469200,0E-15,-1.068668842315700,0.689098358154300,0E-15,-0.546920776367190,1.113040924072300,0E-15,-0.220159053802490,1.366753578186000,0E-15,-0.011036872863770,1.578495979309100,0E-15,-0.840921401977540,0.319868087768550,0E-15,-0.137145519256590,0.711024284362790,0E-15,0.282300949096680,0.919622421264650,0E-15,0.587752342224120,1.064683914184600,0E-15,-0.671795368194580,-0.040493965148926,0E-15,-0.028919219970703,0.325385093688960,0E-15,0.365347862243650,0.568926811218260,0E-15,0.611712455749510,0.765151023864750,0E-15,-0.567586421966550,-0.378804206848140,0E-15,-0.011332988739014,-0.168128013610840,0E-15,0.280875682830810,-0.019843101501465,0E-15,0.499997138977050,0.122194290161130,0E-15
3.398962497711200,0.311393737792970,0E-15,3.346313476562500,0.908226013183590,0E-15,3.120315670967100,1.420115470886200,0E-15,2.885913133621200,1.840099334716800,0E-15,2.658379554748500,2.183856010437000,0E-15,2.889563322067300,1.200119018554700,0E-15,2.317678928375200,1.520565986633300,0E-15,1.936290979385400,1.672883033752400,0E-15,1.607813358306900,1.781000137329100,0E-15,2.772036552429200,0.809541702270510,0E-15,2.048829555511500,0.976367950439450,0E-15,1.598888158798200,1.092264175415000,0E-15,1.274858474731400,1.163572311401400,0E-15,2.670048713684100,0.409728050231930,0E-15,1.954044342041000,0.471512794494630,0E-15,1.534936189651500,0.577924728393550,0E-15,1.249148845672600,0.692487716674800,0E-15,2.574119329452500,0.068224906921387,0E-15,2.020360469818100,0.099637031555176,0E-15,1.710489511489900,0.173889160156250,0E-15,1.468313694000200,0.294092178344730,0E-15,-1.486611843109100,-0.205326080322270,0E-15,-1.557888031005900,0.384615898132320,0E-15,-1.363554954528800,0.933459281921390,0E-15,-1.125466823577900,1.361804008483900,0E-15,-0.981991291046140,1.731933593750000,0E-15,-1.080658912658700,0.711850166320800,0E-15,-0.544116020202640,1.180883407592800,0E-15,-0.216771602630620,1.453477859497100,0E-15,0.024277687072754,1.654083251953100,0E-15,-0.832382202148440,0.372034072875980,0E-15,-0.133458137512210,0.783181190490720,0E-15,0.284123897552490,1.002058029174800,0E-15,0.583991050720210,1.161433219909700,0E-15,-0.650413513183590,0.015823364257812,0E-15,-0.008807182312012,0.372958183288570,0E-15,0.385270118713380,0.635561943054200,0E-15,0.626899719238280,0.838994026184080,0E-15,-0.537104129791260,-0.319263458251950,0E-15,0.020230293273926,-0.105648994445800,0E-15,0.314492702484130,0.058204650878906,0E-15,0.524646759033200,0.206034660339360,0E-15
